<RUS> Aaron_S._Daggett | award | Purple_Heart
<RUS> Arròs_negre | country | Spain
<RUS> Arròs_negre | country | Spain
<RUS> Arròs_negre | country | Spain
<RUS> Arròs_negre | region | Valencian_Community
<RUS> Arròs_negre | region | Valencian_Community
<RUS> Arròs_negre | region | Valencian_Community
<RUS> Arròs_negre | region | Valencian_Community
<RUS> Arròs_negre | region | Valencian_Community
<RUS> Arròs_negre | region | Valencian_Community
<RUS> Arròs_negre | region | Valencian_Community
<RUS> Asam_pedas | country | Indonesia
<RUS> Asam_pedas | country | Malaysia
<RUS> Asam_pedas | country | Malaysia
<RUS> Asam_pedas | country | Malaysia
<RUS> Asam_pedas | country | Malaysia
<RUS> Asam_pedas | country | Malaysia
<RUS> Asam_pedas | country | Malaysia
<RUS> Asam_pedas | country | Malaysia
<RUS> Asam_pedas | country | Malaysia
<RUS> Asam_pedas | country | Malaysia
<RUS> Ayam_penyet | ingredient | Fried_chicken
<RUS> Ayam_penyet | ingredient | Fried_chicken
<RUS> Ayam_penyet | ingredient | Fried_chicken
<RUS> Ayam_penyet | region | "Nationwide, also can be found in Malaysia and Singapore"
<RUS> Ayam_penyet | region | "Nationwide, also can be found in Malaysia and Singapore"
<RUS> Ayam_penyet | region | Malaysia
<RUS> Ayam_penyet | region | Malaysia
<RUS> Ayam_penyet | region | Malaysia
<RUS> Ayam_penyet | region | Malaysia
<RUS> Ayam_penyet | region | Malaysia
<RUS> Ayam_penyet | region | Malaysia
<RUS> Ayam_penyet | region | Malaysia
<RUS> Ayam_penyet | region | Singapore
<RUS> Ayam_penyet | region | Singapore
<RUS> BLT | dishVariation | Club_sandwich
<RUS> BLT | dishVariation | Club_sandwich
<RUS> BLT | dishVariation | Club_sandwich
<RUS> BLT | ingredient | Lettuce
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | mainIngredients | "Bacon,sausage"
<RUS> Bacon_Explosion | mainIngredients | "Bacon,sausage"
<RUS> Bacon_sandwich | dishVariation | BLT
<RUS> Bacon_sandwich | dishVariation | BLT
<RUS> Bacon_sandwich | dishVariation | BLT
<RUS> Bacon_sandwich | dishVariation | BLT
<RUS> Bacon_sandwich | dishVariation | BLT
<RUS> Bacon_sandwich | dishVariation | BLT
<RUS> Bacon_sandwich | dishVariation | BLT
<RUS> Bacon_sandwich | dishVariation | BLT
<RUS> Bacon_sandwich | dishVariation | BLT
<RUS> Bacon_sandwich | mainIngredients | "Bread and bacon, with a condiment, often ketchup or brown sauce"
<RUS> Bacon_sandwich | mainIngredients | "Bread and bacon, with a condiment, often ketchup or brown sauce"
<RUS> Bacon_sandwich | mainIngredients | "Bread and bacon, with a condiment, often ketchup or brown sauce"
<RUS> Baked_Alaska | country | France
<RUS> Baked_Alaska | country | France
<RUS> Baked_Alaska | country | France
<RUS> Baked_Alaska | country | France
<RUS> Baked_Alaska | course | Dessert
<RUS> Baked_Alaska | course | Dessert
<RUS> Baked_Alaska | course | Dessert
<RUS> Baked_Alaska | course | Dessert
<RUS> Baked_Alaska | course | Dessert
<RUS> Baked_Alaska | course | Dessert
<RUS> Baked_Alaska | course | Dessert
<RUS> Baked_Alaska | course | Dessert
<RUS> Baked_Alaska | course | Dessert
<RUS> Baked_Alaska | mainIngredients | "Meringue, ice cream, sponge cake or Christmas pudding"
<RUS> Baked_Alaska | mainIngredients | "Meringue, ice cream, sponge cake or Christmas pudding"
<RUS> Baked_Alaska | mainIngredients | "Meringue, ice cream, sponge cake or Christmas pudding"
<RUS> Baked_Alaska | mainIngredients | "Meringue, ice cream, sponge cake or Christmas pudding"
<RUS> Baked_Alaska | mainIngredients | "Meringue, ice cream, sponge cake or Christmas pudding"
<RUS> Baked_Alaska | region | Hong_Kong
<RUS> Baked_Alaska | region | Hong_Kong
<RUS> Baked_Alaska | region | Hong_Kong
<RUS> Baked_Alaska | region | Hong_Kong
<RUS> Baked_Alaska | region | Hong_Kong
<RUS> Bakewell_pudding | dishVariation | Bakewell_tart
<RUS> Bakewell_pudding | region | Derbyshire_Dales
<RUS> Bakewell_pudding | region | Derbyshire_Dales
<RUS> Bakewell_pudding | region | Derbyshire_Dales
<RUS> Bakewell_pudding | region | Derbyshire_Dales
<RUS> Bakewell_pudding | region | Derbyshire_Dales
<RUS> Bakewell_pudding | region | Derbyshire_Dales
<RUS> Bakewell_pudding | region | Derbyshire_Dales
<RUS> Bakewell_pudding | region | Derbyshire_Dales
<RUS> Bakewell_pudding | region | Derbyshire_Dales
<RUS> Bakewell_pudding | region | Derbyshire_Dales
<RUS> Bakewell_pudding | servingTemperature | "Warm (freshly baked) or cold"
<RUS> Bakso | country | Indonesia
<RUS> Bakso | ingredient | Noodle
<RUS> Bakso | region | Indonesia
<RUS> Bakso | region | Indonesia
<RUS> Bakso | region | Indonesia
<RUS> Bakso | region | Indonesia
<RUS> Bakso | region | Indonesia
<RUS> Bakso | region | Indonesia
<RUS> Bakso | region | Indonesia
<RUS> Bandeja_paisa | ingredient | Avocado
<RUS> Bandeja_paisa | ingredient | Avocado
<RUS> Bandeja_paisa | ingredient | Avocado
<RUS> Bandeja_paisa | ingredient | Avocado
<RUS> Bandeja_paisa | ingredient | Cooking_plantain
<RUS> Bandeja_paisa | ingredient | Fried_egg
<RUS> Bandeja_paisa | ingredient | Ground_meat
<RUS> Bandeja_paisa | ingredient | Lemon
<RUS> Bandeja_paisa | ingredient | Lemon
<RUS> Bandeja_paisa | ingredient | Lemon
<RUS> Bandeja_paisa | ingredient | Lemon
<RUS> Bandeja_paisa | ingredient | Lemon
<RUS> Bandeja_paisa | ingredient | Lemon
<RUS> Bandeja_paisa | mainIngredients | "red beans, pork belly, white rice, ground meat, chicharon, fried egg, plantain (patacones), chorizo, arepa, hogao sauce, black pudding (morcilla), avocado and lemon"
<RUS> Bandeja_paisa | mainIngredients | "red beans, pork belly, white rice, ground meat, chicharon, fried egg, plantain (patacones), chorizo, arepa, hogao sauce, black pudding (morcilla), avocado and lemon"
<RUS> Bandeja_paisa | mainIngredients | "red beans, pork belly, white rice, ground meat, chicharon, fried egg, plantain (patacones), chorizo, arepa, hogao sauce, black pudding (morcilla), avocado and lemon"
<RUS> Bandeja_paisa | mainIngredients | "red beans, pork belly, white rice, ground meat, chicharon, fried egg, plantain (patacones), chorizo, arepa, hogao sauce, black pudding (morcilla), avocado and lemon"
<RUS> Bandeja_paisa | mainIngredients | "red beans, pork belly, white rice, ground meat, chicharon, fried egg, plantain (patacones), chorizo, arepa, hogao sauce, black pudding (morcilla), avocado and lemon"
<RUS> Barny_Cakes | country | France
<RUS> Barny_Cakes | country | France
<RUS> Barny_Cakes | country | France
<RUS> Barny_Cakes | country | France
<RUS> Barny_Cakes | country | France
<RUS> Barny_Cakes | dishVariation | Apple
<RUS> Barny_Cakes | dishVariation | Chocolate
<RUS> Barny_Cakes | dishVariation | Milk
<RUS> Barny_Cakes | dishVariation | Strawberry
<RUS> Batagor | country | Indonesia
<RUS> Batagor | country | Indonesia
<RUS> Batagor | country | Indonesia
<RUS> Batagor | country | Indonesia
<RUS> Batagor | country | Indonesia
<RUS> Batagor | country | Indonesia
<RUS> Batagor | country | Indonesia
<RUS> Batagor | dishVariation | Siomay
<RUS> Batagor | ingredient | Peanut_sauce
<RUS> Batchoy | country | Philippines
<RUS> Batchoy | country | Philippines
<RUS> Batchoy | country | Philippines
<RUS> Batchoy | country | Philippines
<RUS> Batchoy | country | Philippines
<RUS> Batchoy | country | Philippines
<RUS> Batchoy | country | Philippines
<RUS> Batchoy | country | Philippines
<RUS> Batchoy | ingredient | Chicken
<RUS> Beef_kway_teow | country | Singapore
<RUS> Beef_kway_teow | country | Singapore
<RUS> Beef_kway_teow | country | Singapore
<RUS> Beef_kway_teow | country | Singapore
<RUS> Beef_kway_teow | mainIngredients | "Kway teow, beef tender loin, gula Melaka, sliced, dried black beans, garlic, dark soy sauce, lengkuas, oyster sauce, soya sauce, chilli and sesame oil"
<RUS> Beef_kway_teow | mainIngredients | "Kway teow, beef tender loin, gula Melaka, sliced, dried black beans, garlic, dark soy sauce, lengkuas, oyster sauce, soya sauce, chilli and sesame oil"
<RUS> Beef_kway_teow | mainIngredients | "Kway teow, beef tender loin, gula Melaka, sliced, dried black beans, garlic, dark soy sauce, lengkuas, oyster sauce, soya sauce, chilli and sesame oil"
<RUS> Beef_kway_teow | mainIngredients | "Kway teow, beef tender loin, gula Melaka, sliced, dried black beans, garlic, dark soy sauce, lengkuas, oyster sauce, soya sauce, chilli and sesame oil"
<RUS> Beef_kway_teow | region | Singapore
<RUS> Beef_kway_teow | region | Singapore
<RUS> Beef_kway_teow | region | Singapore
<RUS> Beef_kway_teow | region | Singapore
<RUS> Beef_kway_teow | region | Singapore
<RUS> Beef_kway_teow | region | Singapore
<RUS> Beef_kway_teow | region | Singapore
<RUS> Beef_kway_teow | region | Singapore
<RUS> Bhajji | country | India
<RUS> Bhajji | country | India
<RUS> Bhajji | country | India
<RUS> Bhajji | country | India
<RUS> Bhajji | country | India
<RUS> Bhajji | country | India
<RUS> Bhajji | country | India
<RUS> Bhajji | country | India
<RUS> Bhajji | country | India
<RUS> Bhajji | country | India
<RUS> Bhajji | country | India
<RUS> Bhajji | region | Karnataka
<RUS> Binignit | course | Dessert
<RUS> Binignit | course | Dessert
<RUS> Binignit | ingredient | Sweet_potato
<RUS> Binignit | ingredient | Sweet_potato
<RUS> Binignit | ingredient | Sweet_potato
<RUS> Binignit | ingredient | Sweet_potato
<RUS> Binignit | ingredient | Sweet_potato
<RUS> Binignit | ingredient | Sweet_potato
<RUS> Binignit | ingredient | Sweet_potato
<RUS> Binignit | ingredient | Sweet_potato
<RUS> Binignit | ingredient | Sweet_potato
<RUS> Binignit | mainIngredients | Sago
<RUS> Binignit | mainIngredients | Sweet_potato
<RUS> Binignit | mainIngredients | Sweet_potato
<RUS> Binignit | mainIngredients | Sweet_potato
<RUS> Binignit | mainIngredients | Sweet_potato
<RUS> Binignit | mainIngredients | Sweet_potato
<RUS> Binignit | region | Visayas
<RUS> Binignit | region | Visayas
<RUS> Binignit | region | Visayas
<RUS> Binignit | region | Visayas
<RUS> Bionico | country | Mexico
<RUS> Bionico | country | Mexico
<RUS> Bionico | country | Mexico
<RUS> Bionico | country | Mexico
<RUS> Bionico | country | Mexico
<RUS> Bionico | country | Mexico
<RUS> Bionico | country | Mexico
<RUS> Bionico | country | Mexico
<RUS> Bionico | country | Mexico
<RUS> Bionico | country | Mexico
<RUS> Bionico | country | Mexico
<RUS> Bionico | country | Mexico
<RUS> Bionico | country | Mexico
<RUS> Bionico | country | Mexico
<RUS> Bionico | country | Mexico
<RUS> Bionico | country | Mexico
<RUS> Catalonia | leaderName | Carles_Puigdemont
<RUS> Catalonia | leaderName | Carles_Puigdemont
<RUS> Derbyshire_Dales | leaderName | Patrick_McLoughlin
<RUS> Derbyshire_Dales | leaderName | Patrick_McLoughlin
<RUS> Derbyshire_Dales | leaderName | Patrick_McLoughlin
<RUS> Indonesia | capital | Jakarta
<RUS> Indonesia | capital | Jakarta
<RUS> Indonesia | capital | Jakarta
<RUS> Indonesia | capital | Jakarta
<RUS> Indonesia | language | Indonesian_language
<RUS> Italy | capital | Rome
<RUS> Italy | capital | Rome
<RUS> Italy | capital | Rome
<RUS> Italy | capital | Rome
<RUS> Italy | capital | Rome
<RUS> Italy | capital | Rome
<RUS> Italy | leaderName | Pietro_Grasso
<RUS> Java | ethnicGroup | Baduy
<RUS> Java | ethnicGroup | Baduy
<RUS> Java | ethnicGroup | Baduy
<RUS> Java | ethnicGroup | Banyumasan_people
<RUS> Java | ethnicGroup | Javanese_people
<RUS> Java | ethnicGroup | Javanese_people
<RUS> Java | ethnicGroup | Javanese_people
<RUS> Java | ethnicGroup | Javanese_people
<RUS> Java | ethnicGroup | Javanese_people
<RUS> Philippines | ethnicGroup | Ilocano_people
<RUS> Philippines | ethnicGroup | Ilocano_people
<RUS> Philippines | ethnicGroup | Ilocano_people
<RUS> Philippines | ethnicGroup | Ilocano_people
<RUS> Philippines | ethnicGroup | Ilocano_people
<RUS> Philippines | ethnicGroup | Ilocano_people
<RUS> Philippines | ethnicGroup | Ilocano_people
<RUS> Philippines | ethnicGroup | Ilocano_people
<RUS> Philippines | ethnicGroup | Zamboangans
<RUS> Philippines | ethnicGroup | Zamboangans
<RUS> Philippines | language | Arabic
<RUS> Philippines | language | Arabic
<RUS> Philippines | language | Arabic
<RUS> Philippines | language | Arabic
<RUS> Philippines | language | Philippine_English
<RUS> Philippines | language | Philippine_Spanish
<RUS> Singapore | language | English_language
<RUS> Singapore | language | English_language
<RUS> Singapore | language | English_language
<RUS> Spain | language | Spanish_language
<RUS> Spain | language | Spanish_language
<RUS> Spain | leaderName | Felipe_VI_of_Spain
<RUS> Spain | leaderName | Felipe_VI_of_Spain
<RUS> Spain | leaderName | Felipe_VI_of_Spain
<RUS> Spain | leaderName | Felipe_VI_of_Spain
<RUS> Spain | leaderName | Felipe_VI_of_Spain
<RUS> Tomato | family | Solanaceae
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 200_Public_Square | location | Cleveland
<RUS> 250_Delaware_Avenue | architecturalStyle | Postmodern_architecture
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 3Arena | owner | Live_Nation_Entertainment
<RUS> 3Arena | owner | Live_Nation_Entertainment
<RUS> AC_Hotel_Bella_Sky_Copenhagen | location | Denmark
<RUS> AC_Hotel_Bella_Sky_Copenhagen | owner | Bella_Center
<RUS> Adisham_Hall | architecturalStyle | "Tudor and Jacabian"
<RUS> Adisham_Hall | country | Sri_Lanka
<RUS> Adisham_Hall | location | Sri_Lanka
<RUS> Akita_Museum_of_Art | location | Akita,_Akita
<RUS> Alan_B._Miller_Hall | location | Virginia
<RUS> Alan_B._Miller_Hall | location | Virginia
<RUS> Amdavad_ni_Gufa | location | Ahmedabad
<RUS> Amdavad_ni_Gufa | location | Gujarat
<RUS> Amdavad_ni_Gufa | location | Gujarat
<RUS> Ampara_Hospital | country | Sri_Lanka
<RUS> Asilomar_Conference_Grounds | architect | Julia_Morgan
<RUS> Asilomar_Conference_Grounds | architect | Julia_Morgan
<RUS> Asser_Levy_Public_Baths | location | New_York_City
<RUS> Birmingham | postalCode | B_postcode_area
<RUS> Ethiopia | leaderName | Mulatu_Teshome
<RUS> United_States | capital | Washington,_D.C.
<RUS> 103_Colmore_Row | location | Birmingham
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 200_Public_Square | location | Cleveland
<RUS> 250_Delaware_Avenue | location | Buffalo,_New_York
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Illinois
<RUS> 3Arena | owner | Live_Nation_Entertainment
<RUS> AC_Hotel_Bella_Sky_Copenhagen | tenant | Marriott_International
<RUS> Adare_Manor | location | Adare
<RUS> Akita_Museum_of_Art | country | Japan
<RUS> Akita_Museum_of_Art | country | Japan
<RUS> Akita_Museum_of_Art | country | Japan
<RUS> Akita_Museum_of_Art | country | Japan
<RUS> Alan_B._Miller_Hall | owner | College_of_William_&_Mary
<RUS> Amdavad_ni_Gufa | location | Gujarat
<RUS> Asilomar_Conference_Grounds | location | Pacific_Grove,_California
<RUS> Asser_Levy_Public_Baths | location | Avenue_A_(Manhattan)
<RUS> Asser_Levy_Public_Baths | location | New_York_City
<RUS> Asser_Levy_Public_Baths | location | New_York_City
<RUS> Birmingham | postalCode | B_postcode_area
<RUS> Birmingham | postalCode | B_postcode_area
<RUS> Gujarat | leaderName | Anandiben_Patel
<RUS> India | leaderName | T._S._Thakur
<RUS> Japan | ethnicGroup | Brazilians_in_Japan
<RUS> London | leaderTitle | Parliament_of_the_United_Kingdom
<RUS> United_States | language | English_language
<RUS> 103_Colmore_Row | architect | John_Madin
<RUS> 103_Colmore_Row | architect | John_Madin
<RUS> 103_Colmore_Row | architecturalStyle | Brutalist_architecture
<RUS> 103_Colmore_Row | architecturalStyle | Brutalist_architecture
<RUS> 103_Colmore_Row | completionDate | 1976
<RUS> 103_Colmore_Row | completionDate | 1976
<RUS> 103_Colmore_Row | floorCount | 23
<RUS> 103_Colmore_Row | floorCount | 23
<RUS> 103_Colmore_Row | location | "Colmore Row, Birmingham, England"
<RUS> 103_Colmore_Row | location | Birmingham
<RUS> 108_St_Georges_Terrace | cost | "120 million (Australian dollars)"
<RUS> 108_St_Georges_Terrace | location | Perth
<RUS> 108_St_Georges_Terrace | location | Perth
<RUS> 11_Diagonal_Street | completionDate | 1983
<RUS> 11_Diagonal_Street | completionDate | 1983
<RUS> 11_Diagonal_Street | completionDate | 1983
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 200_Public_Square | floorCount | 45
<RUS> 200_Public_Square | floorCount | 45
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Public_Square,_Cleveland
<RUS> 20_Fenchurch_Street | completionDate | "April 2014"
<RUS> 20_Fenchurch_Street | location | London
<RUS> 20_Fenchurch_Street | location | London
<RUS> 20_Fenchurch_Street | location | London
<RUS> 20_Fenchurch_Street | location | London
<RUS> 20_Fenchurch_Street | location | United_Kingdom
<RUS> 20_Fenchurch_Street | location | United_Kingdom
<RUS> 20_Fenchurch_Street | location | United_Kingdom
<RUS> 250_Delaware_Avenue | buildingStartDate | "January, 2014"
<RUS> 250_Delaware_Avenue | location | Buffalo,_New_York
<RUS> 250_Delaware_Avenue | location | Buffalo,_New_York
<RUS> 250_Delaware_Avenue | location | United_States
<RUS> 250_Delaware_Avenue | location | United_States
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Illinois
<RUS> 320_South_Boston_Building | height | 121.92 (metres)
<RUS> 3Arena | architect | Populous_(company)
<RUS> 3Arena | owner | Live_Nation_Entertainment
<RUS> 3Arena | owner | Live_Nation_Entertainment
<RUS> 3Arena | owner | Live_Nation_Entertainment
<RUS> 3Arena | owner | Live_Nation_Entertainment
<RUS> AC_Hotel_Bella_Sky_Copenhagen | location | Copenhagen
<RUS> AC_Hotel_Bella_Sky_Copenhagen | location | Denmark
<RUS> AC_Hotel_Bella_Sky_Copenhagen | location | Denmark
<RUS> AC_Hotel_Bella_Sky_Copenhagen | location | Denmark
<RUS> AC_Hotel_Bella_Sky_Copenhagen | location | Denmark
<RUS> AC_Hotel_Bella_Sky_Copenhagen | location | Denmark
<RUS> AC_Hotel_Bella_Sky_Copenhagen | location | Denmark
<RUS> AC_Hotel_Bella_Sky_Copenhagen | tenant | Marriott_International
<RUS> AC_Hotel_Bella_Sky_Copenhagen | tenant | Marriott_International
<RUS> Adare_Manor | country | Republic_of_Ireland
<RUS> Adare_Manor | country | Republic_of_Ireland
<RUS> Adare_Manor | location | Adare
<RUS> Adare_Manor | location | Adare
<RUS> Adare_Manor | location | Adare
<RUS> Adare_Manor | location | Adare
<RUS> Adare_Manor | location | Adare
<RUS> Adare_Manor | location | Adare
<RUS> Adare_Manor | location | Adare
<RUS> Addis_Ababa | isPartOf | Addis_Ababa_Stadium
<RUS> Addis_Ababa | isPartOf | Addis_Ababa_Stadium
<RUS> Addis_Ababa_City_Hall | completionDate | 1964
<RUS> Addis_Ababa_City_Hall | completionDate | 1964
<RUS> Addis_Ababa_City_Hall | currentTenants | "Government of Addis Ababa"
<RUS> Adisham_Hall | architecturalStyle | "Tudor and Jacabian"
<RUS> Adisham_Hall | architecturalStyle | "Tudor and Jacabian"
<RUS> Adisham_Hall | architecturalStyle | Tudor_Revival_architecture
<RUS> Adisham_Hall | country | Sri_Lanka
<RUS> Adisham_Hall | country | Sri_Lanka
<RUS> Adisham_Hall | country | Sri_Lanka
<RUS> Adisham_Hall | country | Sri_Lanka
<RUS> Adisham_Hall | country | Sri_Lanka
<RUS> Adisham_Hall | location | "Haputale, Sri Lanka"
<RUS> Akita_Museum_of_Art | country | Japan
<RUS> Akita_Museum_of_Art | country | Japan
<RUS> Akita_Museum_of_Art | country | Japan
<RUS> Akita_Museum_of_Art | country | Japan
<RUS> Akita_Museum_of_Art | country | Japan
<RUS> Akita_Museum_of_Art | country | Japan
<RUS> Akita_Museum_of_Art | country | Japan
<RUS> Akita_Museum_of_Art | floorCount | 3
<RUS> Akita_Museum_of_Art | location | Akita,_Akita
<RUS> Akita_Museum_of_Art | location | Akita,_Akita
<RUS> Akita_Museum_of_Art | location | Akita,_Akita
<RUS> Akita_Museum_of_Art | location | Akita_Prefecture
<RUS> Alan_B._Miller_Hall | address | "101 Ukrop Way"
<RUS> Alan_B._Miller_Hall | architect | Robert_A._M._Stern
<RUS> Alan_B._Miller_Hall | architect | Robert_A._M._Stern
<RUS> Alan_B._Miller_Hall | location | Virginia
<RUS> Alan_B._Miller_Hall | location | Virginia
<RUS> Alan_B._Miller_Hall | location | Virginia
<RUS> Alan_B._Miller_Hall | location | Virginia
<RUS> Alan_B._Miller_Hall | location | Virginia
<RUS> Alan_B._Miller_Hall | location | Virginia
<RUS> Alan_B._Miller_Hall | owner | College_of_William_&_Mary
<RUS> Alan_B._Miller_Hall | owner | College_of_William_&_Mary
<RUS> Alan_B._Miller_Hall | owner | College_of_William_&_Mary
<RUS> Alan_B._Miller_Hall | owner | College_of_William_&_Mary
<RUS> Amdavad_ni_Gufa | location | Ahmedabad
<RUS> Amdavad_ni_Gufa | location | Gujarat
<RUS> Amdavad_ni_Gufa | location | Gujarat
<RUS> Amdavad_ni_Gufa | location | Gujarat
<RUS> Amdavad_ni_Gufa | location | Gujarat
<RUS> Amdavad_ni_Gufa | location | Gujarat
<RUS> Ampara_Hospital | country | Sri_Lanka
<RUS> Ampara_Hospital | country | Sri_Lanka
<RUS> Ampara_Hospital | country | Sri_Lanka
<RUS> Ampara_Hospital | country | Sri_Lanka
<RUS> Ampara_Hospital | country | Sri_Lanka
<RUS> Ampara_Hospital | country | Sri_Lanka
<RUS> Ampara_Hospital | country | Sri_Lanka
<RUS> Ampara_Hospital | country | Sri_Lanka
<RUS> Ampara_Hospital | country | Sri_Lanka
<RUS> Ampara_Hospital | country | Sri_Lanka
<RUS> Ampara_Hospital | country | Sri_Lanka
<RUS> Ampara_Hospital | country | Sri_Lanka
<RUS> Asher_and_Mary_Isabelle_Richardson_House | location | Asherton,_Texas
<RUS> Asher_and_Mary_Isabelle_Richardson_House | location | U.S._Route_83
<RUS> Asilomar_Conference_Grounds | architect | Julia_Morgan
<RUS> Asilomar_Conference_Grounds | architect | Julia_Morgan
<RUS> Asilomar_Conference_Grounds | architect | Julia_Morgan
<RUS> Asilomar_Conference_Grounds | architect | Julia_Morgan
<RUS> Asilomar_Conference_Grounds | architect | Julia_Morgan
<RUS> Asilomar_Conference_Grounds | architect | Julia_Morgan
<RUS> Asilomar_Conference_Grounds | architect | Julia_Morgan
<RUS> Asilomar_Conference_Grounds | architect | Julia_Morgan
<RUS> Asilomar_Conference_Grounds | location | "Asilomar Blvd., Pacific Grove, California"
<RUS> Asilomar_Conference_Grounds | location | "Asilomar Blvd., Pacific Grove, California"
<RUS> Asilomar_Conference_Grounds | location | "Asilomar Blvd., Pacific Grove, California"
<RUS> Asilomar_Conference_Grounds | location | Pacific_Grove,_California
<RUS> Asilomar_Conference_Grounds | location | Pacific_Grove,_California
<RUS> Asser_Levy_Public_Baths | location | "Asser Levy Place and East 23rd Street"
<RUS> Asser_Levy_Public_Baths | location | 23rd_Street_(Manhattan)
<RUS> Asser_Levy_Public_Baths | location | Manhattan
<RUS> Asser_Levy_Public_Baths | location | New_York_City
<RUS> Asser_Levy_Public_Baths | location | New_York_City
<RUS> Asser_Levy_Public_Baths | location | New_York_City
<RUS> Asser_Levy_Public_Baths | location | New_York_City
<RUS> Asser_Levy_Public_Baths | location | New_York_City
<RUS> Asser_Levy_Public_Baths | location | New_York_City
<RUS> Asser_Levy_Public_Baths | location | New_York_City
<RUS> Asser_Levy_Public_Baths | location | New_York_City
<RUS> Birmingham | leaderName | Liberal_Democrats
<RUS> Birmingham | leaderName | Liberal_Democrats
<RUS> Birmingham | postalCode | B_postcode_area
<RUS> Birmingham | postalCode | B_postcode_area
<RUS> Birmingham | postalCode | B_postcode_area
<RUS> Birmingham | postalCode | B_postcode_area
<RUS> Birmingham | postalCode | B_postcode_area
<RUS> Ethiopia | leaderName | Hailemariam_Desalegn
<RUS> Ethiopia | leaderName | Hailemariam_Desalegn
<RUS> Ethiopia | leaderName | Hailemariam_Desalegn
<RUS> Ethiopia | leaderName | Mulatu_Teshome
<RUS> Ethiopia | leaderName | Mulatu_Teshome
<RUS> Ethiopia | leaderName | Mulatu_Teshome
<RUS> Ethiopia | leaderName | Mulatu_Teshome
<RUS> Gujarat | leaderName | Anandiben_Patel
<RUS> India | leaderName | T._S._Thakur
<RUS> India | leaderName | T._S._Thakur
<RUS> India | leaderName | T._S._Thakur
<RUS> Japan | ethnicGroup | Brazilians_in_Japan
<RUS> Japan | ethnicGroup | Filipinos_in_Japan
<RUS> Marriott_International | location | Bethesda,_Maryland
<RUS> Republic_of_Ireland | language | English_language
<RUS> Republic_of_Ireland | language | English_language
<RUS> United_States | capital | Washington,_D.C.
<RUS> United_States | capital | Washington,_D.C.
<RUS> United_States | capital | Washington,_D.C.
<RUS> United_States | ethnicGroup | African_Americans
<RUS> United_States | language | English_language
<RUS> United_States | language | English_language
<RUS> United_States | language | English_language
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> Albany,_Georgia | isPartOf | United_States
<RUS> Albany,_Oregon | isPartOf | Oregon
<RUS> Alexandria,_Indiana | areaTotal | 6.81 (square kilometres)
